gene;pLI;oe_mis_upper;oe_lof_upper;mis_z
ANKLE1;0,00;1,05;1,37;0,07
ANKLE2;0,00;1,09;0,83;-0,53
ANKMY2;0,00;1,13;0,91;-0,42
ANKRA2;0,00;0,91;1,36;1,19
ANKRD1;0,00;0,97;1,04;0,80
ANKRD10;0,00;1,01;1,04;0,55
ANKRD11;1,00;1,08;0,13;-1,06
ANKRD12;0,00;1,04;0,58;-0,15
ANKRD13A;0,00;0,87;0,72;1,79
ANKRD13B;0,00;0,91;0,67;1,46
ANKRD13C;1,00;0,83;0,45;1,99
ANKRD13D;0,55;0,99;0,55;0,73
ANKRD16;0,00;1,20;1,36;-0,72
ANKRD17;1,00;0,69;0,12;7,01
ANKRD18A;0,00;0,92;0,87;1,49
ANKRD2;0,00;1,09;1,43;-0,05
ANKRD20A1;0,94;0,23;0,51;3,09
ANKRD22;0,00;1,01;1,51;0,54
ANKRD23;0,00;1,16;1,67;-0,51
ANKRD26;0,00;0,97;0,73;1,02
ANKRD27;0,00;0,97;0,97;0,98
ANKRD28;1,00;0,90;0,46;1,82
ANKRD29;0,00;1,03;1,19;0,41
ANKRD30A;0,00;1,17;1,30;-1,47
ANKRD30BL;0,00;1,35;1,93;-0,35
ANKRD31;0,00;0,93;0,84;1,74
ANKRD33;0,00;0,99;1,35;0,67
ANKRD33B;0,70;1,13;0,68;-0,43
ANKRD34A;0,99;0,73;0,47;3,12
ANKRD34B;NA;0,93;NA;1,11
ANKRD34C;0,24;0,89;1,76;1,66
ANKRD35;0,00;1,03;1,07;0,28
ANKRD36;0,00;0,99;1,13;0,77
ANKRD37;0,00;1,15;1,27;-0,14
ANKRD39;0,00;1,14;1,38;-0,14
ANKRD40;0,00;0,88;0,94;1,50
ANKRD42;0,00;0,98;1,08;0,78
ANKRD44;1,00;0,82;0,37;2,83
ANKRD45;0,00;0,90;1,12;1,19
ANKRD46;0,00;0,74;0,97;2,15
ANKRD49;0,00;0,83;1,22;1,60
ANKRD50;1,00;0,87;0,44;2,62
ANKRD52;1,00;0,65;0,12;5,20
ANKRD53;0,00;1,00;1,38;0,57
ANKRD54;0,00;1,17;1,13;-0,51
ANKRD55;0,00;0,97;0,84;0,86
ANKRD6;0,00;1,02;0,87;0,43
ANKRD61;0,00;1,03;1,50;0,40
ANKRD62;0,00;1,04;0,94;0,24
ANKRD63;0,00;1,22;1,84;-1,06
ANKRD65;0,00;1,41;1,97;-2,30
ANKRD66;0,00;1,14;1,58;-0,15
ANKRD7;0,00;0,97;1,22;0,76
ANKRD9;0,00;1,87;1,97;-4,67
ANKS1A;0,01;0,80;0,55;3,30
ANKS3;0,00;1,42;1,10;-3,69
ANKS4B;0,00;0,98;1,33;0,75
ANKS6;0,00;1,12;0,87;-0,76
ANKUB1;0,00;0,99;1,08;0,66
ANKZF1;0,00;0,98;1,13;0,87
ANLN;0,08;0,90;0,54;1,80
ANO10;0,00;0,96;1,24;1,00
ANO2;0,00;1,06;1,02;-0,10
ANO3;0,00;0,79;0,91;2,86
ANO4;0,00;0,79;0,58;3,17
ANO5;0,00;0,99;1,03;0,71
ANO6;0,00;0,85;1,02;2,41
ANO8;0,00;1,00;0,80;0,65
ANO9;0,00;1,06;1,02;-0,11
ANP32A;1,00;0,56;0,14;3,30
ANP32B;1,00;0,76;0,36;1,92
ANP32D;0,02;1,20;1,43;-0,25
ANP32E;0,06;0,69;0,76;2,24
ANPEP;0,00;0,94;0,71;1,38
ANTKMT;0,00;1,66;1,95;-3,23
ANTXR1;1,00;0,76;0,35;2,87
ANTXR2;0,00;1,17;0,98;-0,66
ANTXRL;0,00;1,06;1,00;0,04
ANXA1;0,00;1,13;1,18;-0,17
ANXA10;0,00;1,10;1,15;0,06
ANXA11;0,00;1,10;1,09;-0,25
ANXA13;0,00;1,08;0,96;0,02
ANXA2;0,00;1,01;0,99;0,56
ANXA2R;NA;1,09;NA;0,24
ANXA3;0,00;1,08;1,24;0,23
ANXA4;0,00;0,92;1,08;1,12
ANXA5;0,00;0,94;1,47;0,95
ANXA6;0,00;1,00;0,87;0,66
ANXA7;0,00;0,97;1,06;0,83
ANXA8;0,59;0,50;0,73;2,37
ANXA8L1;0,00;0,72;1,81;1,41
ANXA9;0,00;0,89;1,09;1,46
AOAH;0,00;0,96;0,88;0,95
AOC1;0,00;0,94;1,25;1,31
AOC2;0,00;1,06;1,29;-0,09
AOC3;0,00;0,91;1,06;1,61
AOPEP;0,00;1,00;0,98;0,58
AOX1;0,00;0,99;1,01;0,78
AP1AR;0,00;1,06;1,05;0,29
AP1B1;0,99;0,79;0,48;3,22
AP1G1;1,00;0,77;0,11;3,01
AP1G2;0,00;0,97;1,00;1,01
AP1M1;1,00;0,67;0,47;3,45
AP1M2;0,00;1,01;1,07;0,55
AP1S1;0,00;0,76;1,08;1,73
AP1S3;0,07;0,90;0,82;1,07
AP2A1;1,00;0,74;0,33;3,73
AP2A2;1,00;0,80;0,44;3,06
AP2B1;1,00;0,49;0,28;6,59
AP2M1;1,00;0,33;0,18;6,37
AP2S1;0,98;0,38;0,48;3,52
AP3B1;0,00;0,88;0,59;2,03
AP3B2;0,22;0,87;0,52;2,32
AP3D1;1,00;0,91;0,44;1,88
AP3M1;0,00;0,87;0,82;1,65
AP3M2;0,00;0,85;0,86;1,86
AP3S1;0,01;0,67;1,43;1,87
AP3S2;0,00;1,09;1,30;0,12
AP4B1;0,00;1,01;0,78;0,49
AP4E1;0,00;1,02;0,58;0,37
AP4M1;0,00;1,09;1,11;-0,19
AP4S1;0,00;1,11;1,68;0,17
AP5B1;0,01;1,32;1,42;-3,06
AP5M1;0,00;0,98;1,06;0,72
AP5S1;0,00;1,15;1,53;-0,26
AP5Z1;0,00;1,59;1,64;-6,11
APAF1;0,00;0,88;0,66;2,28
APBA1;0,00;1,02;0,98;0,41
APBA2;0,78;0,80;0,52;2,91
APBA3;0,00;1,23;1,24;-1,63
APBB1;1,00;0,85;0,40;2,22
APBB1IP;0,34;1,07;0,59;0,00
APBB2;0,61;0,82;0,54;2,61
APBB3;0,00;0,88;0,97;1,69
APC;1,00;0,99;0,32;0,80
APC2;0,00;1,41;0,96;-7,06
APCDD1;0,59;0,96;0,59;1,00
APCDD1L;0,00;1,22;1,86;-1,30
APCS;0,02;1,23;1,83;-0,69
APEH;0,00;0,95;0,87;1,18
APEX1;0,00;1,14;1,23;-0,42
APH1A;0,01;0,78;0,81;2,07
APH1B;0,00;1,04;1,33;0,34
API5;1,00;0,60;0,21;3,68
APIP;0,00;0,98;1,42;0,73
APLF;0,00;1,07;1,45;-0,01
APLP1;0,00;1,00;0,71;0,63
APLP2;0,00;1,02;0,72;0,35
APMAP;0,00;0,98;1,14;0,80
APOA1;0,00;1,05;1,17;0,30
APOA2;0,35;0,89;1,01;1,03
APOA4;0,00;1,12;0,99;-0,35
APOA5;0,00;1,00;1,15;0,63
APOB;0,00;0,99;0,54;0,96
APOBEC1;0,00;0,94;1,09;0,98
APOBEC2;0,00;1,16;1,09;-0,35
APOBEC3A;0,03;0,96;0,90;0,79
APOBEC3B;0,00;0,83;0,85;1,91
APOBEC3C;0,00;1,08;1,06;0,16
APOBEC3D;0,00;1,05;1,03;0,21
APOBEC3F;0,00;1,04;1,01;0,29
APOBEC3G;0,00;0,99;1,10;0,67
APOBEC3H;0,63;1,07;0,65;0,22
APOBEC4;0,52;0,88;1,41;1,55
APOBR;0,00;1,18;0,99;-1,68
APOC1;0,12;1,40;1,48;-0,75
APOC2;0,07;1,04;1,05;0,45
APOC3;0,00;1,09;1,68;0,24
APOC4;0,00;1,14;1,82;0,01
APOD;0,00;1,03;1,44;0,46
APOE;0,00;1,25;1,32;-1,13
APOF;0,04;0,98;1,89;0,73
APOH;0,00;1,01;1,54;0,53
APOL1;0,00;1,11;1,68;-0,30
APOL2;0,00;1,16;1,70;-0,59
APOL4;0,00;1,05;1,86;0,24
APOL5;0,00;1,00;1,09;0,59
APOL6;0,16;1,05;1,66;0,22
APOLD1;0,00;1,49;1,96;-2,31
APOM;0,00;0,96;1,44;0,83
APP;1,00;0,85;0,41;2,26
APPBP2;1,00;0,63;0,34;3,76
APPL1;0,88;0,96;0,52;0,98
APPL2;0,00;0,92;1,08;1,44
APRT;0,00;1,47;1,79;-1,83
APTX;0,00;1,05;0,97;0,27
AQP1;0,01;0,93;0,92;1,11
AQP10;0,00;0,77;0,99;2,17
AQP11;0,00;1,14;1,74;-0,24
AQP12A;0,00;1,11;1,83;0,09
AQP12B;0,00;1,27;1,88;-0,73
AQP2;0,00;0,99;1,38;0,68
AQP3;0,00;0,78;0,84;2,14
AQP4;0,00;1,03;0,90;0,37
AQP5;0,00;1,11;1,32;0,05
AQP6;0,00;0,94;1,40;0,99
AQP7;0,00;0,96;1,24;0,90
AQP8;0,01;0,94;0,82;1,02
AQP9;0,00;1,20;1,16;-0,70
AQR;1,00;0,70;0,41;4,73
ARAP1;0,00;0,92;0,57;1,87
ARAP2;0,00;1,09;0,88;-0,68
ARAP3;0,00;0,88;0,60;2,50
ARC;0,00;1,04;1,39;0,32
ARCN1;1,00;0,76;0,15;2,65
AREG;0,00;0,97;0,82;0,77
AREL1;0,00;0,86;0,74;2,21
ARF1;1,00;0,35;0,25;4,16
ARF3;0,98;0,40;0,49;3,69
ARF4;0,99;0,57;0,42;2,60
ARF5;0,35;0,68;0,69;2,27
ARF6;0,99;0,36;0,25;4,04
ARFGAP1;0,02;1,04;0,63;0,31
ARFGAP2;0,00;0,97;0,80;0,85
ARFGAP3;0,00;1,04;1,12;0,31
ARFGEF1;1,00;0,60;0,24;6,96
ARFGEF2;1,00;0,78;0,39;4,37
ARFGEF3;0,00;0,89;0,59;2,55
ARFIP1;0,00;0,83;0,87;1,77
ARFIP2;0,90;0,75;0,54;2,43
ARFRP1;0,00;1,01;0,94;0,54
ARG1;0,00;1,00;0,83;0,59
ARG2;0,00;0,91;0,78;1,29
ARGFX;0,00;0,91;1,84;1,19
ARGLU1;1,00;0,63;0,40;3,08
ARHGAP1;0,14;0,89;0,60;1,56
ARHGAP10;0,00;1,01;0,89;0,46
ARHGAP11A;0,00;0,92;0,80;1,61
ARHGAP12;0,00;0,96;0,68;1,01
ARHGAP15;0,00;1,04;1,13;0,29
ARHGAP17;0,00;0,98;0,75;0,89
ARHGAP18;0,00;0,92;0,93;1,43
ARHGAP19;0,00;0,95;1,02;0,99
ARHGAP20;0,07;0,95;0,61;1,27
ARHGAP21;1,00;0,79;0,26;4,19
ARHGAP22;0,00;1,18;1,14;-1,36
ARHGAP23;1,00;1,00;0,41;0,68
ARHGAP24;0,00;1,02;0,80;0,37
ARHGAP25;0,00;0,89;0,63;1,76
ARHGAP26;0,98;0,77;0,49;2,97
ARHGAP28;0,00;1,01;0,80;0,53
ARHGAP29;1,00;0,89;0,45;2,19
ARHGAP30;1,00;0,95;0,43;1,29
ARHGAP31;1,00;0,86;0,38;2,71
ARHGAP32;1,00;0,85;0,35;3,35
ARHGAP35;1,00;0,67;0,20;5,77
ARHGAP42;0,00;0,79;0,67;2,77
ARHGAP44;0,00;0,92;0,61;1,49
ARHGAP45;0,00;1,13;0,75;-1,24
ARHGAP5;1,00;0,82;0,30;3,32
ARHGAP8;0,00;1,70;1,65;-5,20
ARHGAP9;0,00;1,01;1,02;0,46
ARHGDIA;0,77;0,98;0,61;0,71
ARHGDIB;0,05;1,10;0,88;0,10
ARHGDIG;0,00;1,20;1,30;-0,55
ARHGEF1;1,00;0,83;0,46;2,78
ARHGEF10;0,00;1,27;1,06;-3,42
ARHGEF10L;0,00;0,91;0,65;1,88
ARHGEF11;1,00;0,87;0,34;2,77
ARHGEF12;1,00;0,77;0,37;4,13
ARHGEF15;0,00;0,97;0,92;0,95
ARHGEF16;0,00;1,03;1,02;0,29
ARHGEF17;0,00;1,06;0,57;-0,57
ARHGEF18;0,00;0,99;0,81;0,83
ARHGEF19;0,00;1,10;1,33;-0,51
ARHGEF2;1,00;0,71;0,26;4,37
ARHGEF25;0,00;0,91;0,76;1,47
ARHGEF26;0,00;1,17;0,86;-1,40
ARHGEF28;0,00;1,04;0,90;-0,06
ARHGEF3;0,08;0,85;0,59;1,99
ARHGEF33;0,00;1,19;0,95;-1,31
ARHGEF35;0,16;0,92;1,89;0,93
ARHGEF37;0,00;0,94;0,96;1,23
ARHGEF38;0,00;1,07;1,21;-0,15
ARHGEF39;0,00;1,07;1,26;0,12
ARHGEF4;0,00;1,05;0,88;-0,28
ARHGEF40;0,00;0,96;0,72;1,28
ARHGEF5;1,00;0,33;0,41;5,99
ARHGEF7;0,78;0,94;0,53;1,27
ARID1A;1,00;0,91;0,14;2,46
ARID1B;1,00;0,99;0,21;0,81
ARID2;1,00;0,77;0,22;4,49
ARID3A;1,00;0,99;0,44;0,66
ARID3B;1,00;0,73;0,33;3,12
ARID4A;1,00;0,92;0,34;1,62
ARID4B;1,00;0,82;0,18;2,76
ARID5A;0,01;0,95;0,80;1,06
ARID5B;1,00;0,83;0,21;3,05
ARIH1;1,00;0,57;0,30;4,10
ARIH2;1,00;0,51;0,24;4,84
ARL1;0,07;0,61;0,91;2,22
ARL10;0,00;1,08;1,52;0,15
ARL11;0,34;1,30;1,84;-0,49
ARL13B;0,00;1,06;0,89;0,14
ARL14;0,00;1,24;1,68;-0,69
ARL14EP;0,03;0,87;0,82;1,41
ARL15;0,00;1,04;1,30;0,44
ARL16;0,00;1,24;1,93;-0,63
ARL2;0,02;1,02;0,94;0,52
ARL2BP;0,01;0,99;1,03;0,67
ARL3;0,93;0,82;0,56;1,41
ARL4A;0,49;0,74;0,77;1,97
ARL4C;0,34;0,61;0,80;2,87
ARL4D;0,22;0,94;1,80;0,96
ARL5A;0,23;0,88;0,93;1,01
ARL5B;0,91;0,88;0,57;1,12
ARL5C;0,00;0,95;1,39;0,87
ARL6;0,01;0,97;0,96;0,76
ARL6IP1;0,51;0,77;0,68;1,82
ARL6IP4;0,00;1,27;1,28;-1,01
ARL6IP5;0,23;0,88;0,86;1,28
ARL6IP6;0,00;1,35;1,43;-1,54
ARL8A;0,84;0,68;0,58;2,27
ARL8B;0,66;0,77;0,70;1,40
ARL9;0,00;1,13;0,97;-0,07
ARMC1;0,01;0,81;0,89;1,79
ARMC10;0,00;0,96;1,34;0,89
ARMC12;0,00;0,94;0,88;1,08
ARMC2;0,00;0,91;0,94;1,59
ARMC3;0,00;0,91;0,91;1,59
ARMC5;0,00;1,04;0,77;0,14
ARMC6;0,00;0,95;1,11;1,04
ARMC7;0,02;1,08;1,01;0,15
ARMC8;1,00;0,72;0,32;3,03
ARMC9;0,00;0,94;0,98;1,25
ARMH1;0,00;1,05;0,93;0,19
ARMH2;0,02;0,94;1,16;0,97
ARMH3;0,00;0,83;0,77;2,26
ARMH4;0,00;1,01;0,95;0,55
ARMS2;0,02;0,88;1,82;1,05
ARMT1;0,00;1,00;1,08;0,62
ARNT;1,00;0,79;0,39;2,99
ARNT2;0,94;0,84;0,50;2,35
ARNTL;1,00;0,70;0,25;3,64
ARPC1A;1,00;0,64;0,31;3,44
ARPC1B;0,00;0,97;0,88;0,86
ARPC2;1,00;0,65;0,32;2,84
ARPC3;0,71;0,84;0,68;1,28
ARPC4;1,00;0,53;0,36;2,96
ARPC5;0,72;0,80;0,73;1,55
ARPC5L;0,87;0,91;0,61;1,06
ARPIN;0,00;1,19;1,29;-0,53
ARPP19;0,01;1,40;1,75;-0,21
ARPP21;0,00;1,04;0,71;0,15
ARRB1;0,15;0,84;0,61;1,95
ARRB2;0,60;0,75;0,56;2,65
ARRDC1;0,00;1,18;1,19;-0,95
ARRDC2;0,00;1,04;1,30;0,27
ARRDC3;1,00;0,77;0,33;2,38
ARRDC4;0,00;1,20;1,31;-0,92
ARRDC5;0,00;1,00;1,34;0,58
ARSA;0,00;1,13;1,17;-0,56
ARSB;0,00;1,07;1,03;-0,05
ARSG;0,00;0,93;1,00;1,23
ARSI;0,00;0,96;1,40;0,89
ARSJ;0,00;0,93;0,95;1,31
ARSK;0,00;0,99;0,95;0,72
ART1;0,00;1,19;1,48;-0,78
ART3;0,00;1,01;1,38;0,55
ART4;0,01;1,03;0,90;0,44
ART5;0,00;1,16;1,33;-0,46
ARTN;0,07;1,39;1,21;-1,34
ARV1;0,00;0,93;1,13;1,05
ARVCF;0,00;1,19;1,03;-1,88
AS3MT;0,00;0,91;1,26;1,30
ASAH1;0,00;1,49;1,44;-2,83
ASAH2;0,00;0,95;0,84;1,08
ASAH2B;NA;NA;NA;NA
ASAP1;1,00;0,78;0,44;3,43
ASAP2;1,00;0,84;0,47;2,58
ASAP3;0,00;0,90;0,86;1,82
ASB1;0,00;0,93;0,95;1,14
ASB10;0,00;1,09;1,63;-0,23
ASB13;0,00;1,20;1,69;-0,78
ASB14;0,00;1,03;1,35;0,37
ASB15;0,00;0,99;1,19;0,67
ASB16;0,00;1,28;1,68;-1,57
ASB17;0,00;1,00;1,36;0,58
ASB18;0,00;1,50;1,76;-3,26
ASB2;0,00;1,11;1,24;-0,53
ASB3;0,00;1,20;1,00;-1,23
ASB4;0,00;1,09;1,23;-0,07
ASB5;0,00;1,05;1,32;0,28
ASB6;0,00;0,98;1,23;0,78
ASB7;1,00;0,48;0,28;4,29
ASB8;0,00;0,86;1,00;1,56
ASCC1;0,00;0,91;1,00;1,26
ASCC2;0,00;0,91;0,59;1,60
ASCC3;0,00;0,85;0,68;3,35
ASCL1;0,95;0,81;0,51;1,70
ASCL2;0,00;1,96;1,96;-3,95
ASCL3;0,06;1,12;1,50;-0,04
ASCL4;0,13;1,66;1,92;-2,78
ASCL5;0,42;1,19;1,70;-0,41
ASDURF;0,32;1,74;1,87;-0,03
ASF1A;0,92;0,65;0,57;2,34
ASF1B;0,02;0,95;0,91;0,88
ASGR1;0,00;1,08;1,32;0,04
ASH1L;1,00;0,81;0,10;4,80
ASH2L;0,88;0,76;0,53;2,72
ASIC1;1,00;0,71;0,47;3,32
ASIC2;0,20;0,94;0,59;1,13
ASIC3;0,00;1,10;1,02;-0,36
ASIC4;0,00;0,91;0,69;1,47
ASIC5;0,00;1,07;1,29;0,06
ASIP;0,00;1,26;1,79;-0,54
ASL;0,00;0,91;0,94;1,40
ASNS;0,00;0,80;0,75;2,41
ASNSD1;0,00;0,95;0,94;1,09
ASPA;0,00;0,91;1,10;1,25
ASPDH;0,00;1,20;1,22;-0,75
ASPG;0,00;1,13;1,23;-0,61
ASPH;0,00;1,07;1,01;-0,09
ASPHD1;0,00;1,07;1,10;0,07
ASPHD2;0,92;0,78;0,55;2,36
ASPM;0,00;0,99;0,77;0,81
ASPRV1;0,00;0,97;1,25;0,78
ASPSCR1;0,00;1,10;1,05;-0,33
ASRGL1;0,00;1,07;1,12;0,13
ASS1;0,00;0,86;1,14;1,81
ASTE1;0,00;0,89;1,29;1,68
ASTL;0,00;0,98;1,02;0,81
ASTN1;1,00;0,89;0,39;2,25
ASTN2;0,99;0,95;0,47;1,35
ASXL1;0,00;0,92;0,92;1,93
ASXL2;1,00;0,90;0,24;2,11
ASXL3;1,00;0,97;0,23;1,20
ASZ1;0,00;1,11;1,30;-0,12
ATAD1;0,98;0,71;0,51;2,70
ATAD2;1,00;0,86;0,45;2,56
ATAD2B;1,00;0,78;0,38;3,34
ATAD3A;0,00;0,99;0,86;0,73
ATAD3B;0,00;1,24;1,15;-1,80
ATAD3C;0,00;1,12;1,15;-0,36
ATAD5;1,00;0,88;0,42;2,48
ATAT1;0,00;0,96;0,98;0,96
ATCAY;0,00;0,96;0,73;0,91
ATF1;0,10;0,84;0,68;1,59
ATF2;0,86;0,76;0,54;2,66
ATF3;0,03;0,88;0,88;1,23
ATF4;0,38;1,38;0,72;-2,16
ATF5;0,00;1,25;1,60;-1,04
ATF6;0,00;0,98;0,88;0,77
ATF6B;0,00;0,92;0,75;1,43
ATF7;1,00;0,80;0,39;2,34
ATF7IP;1,00;0,87;0,29;2,34
ATG10;0,00;0,98;1,74;0,69
ATG101;0,65;0,73;0,68;2,24
ATG12;0,00;1,45;1,67;-1,35
ATG13;1,00;0,85;0,47;2,00
ATG14;0,00;1,07;0,74;-0,02
ATG16L1;0,27;0,77;0,55;2,76
ATG16L2;0,00;1,08;1,18;-0,22
ATG2A;0,00;0,94;0,61;1,78
ATG2B;0,00;0,92;0,59;1,90
ATG3;0,01;0,88;0,89;1,25
ATG4B;0,00;1,05;0,85;0,24
ATG4C;0,00;1,20;1,23;-0,82
ATG4D;0,00;1,10;1,20;-0,30
ATG5;0,32;0,68;0,74;2,29
ATG9A;1,00;0,77;0,33;3,35
ATIC;0,00;1,09;1,04;-0,27
ATL1;0,36;0,63;0,57;3,85
ATL2;0,00;1,11;0,65;-0,40
ATL3;0,00;0,99;0,89;0,69
ATM;0,00;0,91;0,85;2,54
ATMIN;0,00;1,10;0,70;-0,51
ATN1;1,00;0,99;0,35;0,76
ATOH1;0,18;1,11;0,77;-0,25
ATOH7;0,00;1,39;1,76;-1,22
ATOH8;0,13;1,29;0,79;-1,38
ATOX1;0,08;1,00;1,36;0,60
ATP10B;0,00;1,00;0,96;0,59
ATP10D;0,00;0,93;0,71;1,71
ATP11A;0,00;0,91;0,60;1,84
ATP11B;0,75;0,86;0,52;2,10
ATP12A;0,00;0,91;0,85;1,78
ATP13A1;0,00;0,94;0,59;1,42
ATP13A2;0,00;0,90;0,71;2,08
ATP13A3;1,00;0,77;0,43;3,76
ATP13A4;0,00;0,97;0,90;1,07
ATP13A5;0,00;0,95;1,07;1,25
ATP1A1;1,00;0,42;0,19;8,24
ATP1A2;0,00;0,54;0,60;6,84
ATP1A3;1,00;0,37;0,17;9,14
ATP1A4;0,00;0,93;0,88;1,49
ATP1B1;1,00;0,64;0,20;3,07
ATP1B2;0,95;0,88;0,53;1,48
ATP1B3;0,79;0,87;0,62;1,34
ATP23;0,00;0,96;1,16;0,87
ATP2A1;0,00;0,83;0,88;2,92
ATP2A2;1,00;0,51;0,21;7,03
ATP2A3;0,00;0,89;0,76;2,08
ATP2B1;1,00;0,54;0,17;7,01
ATP2B2;1,00;0,62;0,19;6,31
ATP2B4;1,00;0,74;0,44;4,29
ATP2C1;1,00;0,70;0,40;3,78
ATP2C2;0,00;1,59;1,71;-6,86
ATP4A;0,00;0,79;0,81;3,47
ATP4B;0,00;1,08;1,04;0,08
ATP5F1A;0,29;0,73;0,58;3,16
ATP5F1B;0,92;0,60;0,53;4,35
ATP5F1C;0,00;0,82;0,78;1,80
ATP5F1D;0,00;1,68;1,96;-2,65
ATP5F1E;0,02;1,29;1,65;-0,10
ATP5IF1;0,00;1,17;1,64;-0,10
ATP5MC1;0,67;0,78;0,72;1,61
ATP5MC2;0,00;0,85;1,47;1,31
ATP5MC3;0,33;0,83;0,85;1,35
ATP5ME;0,00;1,56;1,61;-1,15
ATP5MF;0,01;1,17;1,22;-0,01
ATP5MG;0,03;1,05;1,12;0,42
ATP5MGL;0,00;1,16;1,84;0,03
ATP5MJ;0,32;1,07;0,93;0,41
ATP5MK;0,09;1,06;1,62;0,46
ATP5PB;0,00;0,99;0,86;0,67
ATP5PD;0,01;0,96;0,87;0,82
ATP5PF;0,03;1,08;1,12;0,31
ATP5PO;0,01;1,02;0,87;0,52
ATP6V0A1;0,99;0,66;0,48;4,44
ATP6V0A2;0,00;0,88;0,60;1,93
ATP6V0A4;0,00;0,87;0,92;2,14
ATP6V0B;1,00;0,74;0,37;2,06
ATP6V0C;0,74;0,53;0,74;2,91
ATP6V0D1;0,97;0,61;0,51;3,65
ATP6V0D2;0,00;1,15;1,37;-0,34
ATP6V0E1;0,42;1,23;0,86;-0,17
ATP6V0E2;0,28;0,99;0,97;0,65
ATP6V1A;1,00;0,57;0,39;4,72
ATP6V1B1;0,00;0,96;0,83;1,02
ATP6V1B2;1,00;0,78;0,46;2,53
ATP6V1C1;0,00;0,73;1,16;2,45
ATP6V1C2;0,00;0,93;1,01;1,17
ATP6V1D;0,00;0,83;0,83;1,59
ATP6V1E1;0,00;0,69;0,85;2,25
ATP6V1E2;0,00;1,18;1,94;-0,44
ATP6V1F;0,10;0,91;1,29;1,03
ATP6V1FNB;0,00;1,09;1,26;0,12
ATP6V1G1;0,00;1,30;1,92;-0,52
ATP6V1G2;0,00;0,81;1,15;1,42
ATP6V1G3;0,00;1,02;1,81;0,53
ATP6V1H;0,00;0,87;0,82;1,60
ATP7B;0,00;0,99;1,06;0,84
ATP8A1;0,00;0,77;0,66;3,21
ATP8A2;0,00;0,89;0,73;1,86
ATP8B1;0,00;0,81;0,62;3,34
ATP8B2;0,00;0,72;0,62;4,55
ATP8B3;0,00;1,16;1,28;-1,70
ATP8B4;0,00;1,02;1,01;0,40
ATP9A;1,00;0,70;0,46;4,50
ATP9B;0,00;1,00;0,86;0,62
ATPAF2;0,00;0,91;1,10;1,25
ATPSCKMT;0,00;1,07;1,44;0,22
ATR;0,00;0,68;0,52;7,15
ATRAID;0,00;1,17;1,24;-0,40
ATRIP;0,00;1,02;0,71;0,42
ATRN;1,00;0,84;0,40;2,96
ATRNL1;0,28;0,91;0,54;1,66
ATXN1;1,00;0,94;0,26;1,34
ATXN10;0,00;1,03;0,72;0,39
ATXN1L;1,00;1,01;0,35;0,50
ATXN2;1,00;0,85;0,32;2,59
ATXN2L;1,00;0,98;0,30;0,89
ATXN3;0,63;0,83;0,58;1,65
ATXN7;1,00;1,13;0,26;-0,91
ATXN7L1;1,00;0,92;0,35;1,54
ATXN7L2;1,00;0,91;0,45;1,66
ATXN7L3;1,00;0,76;0,23;2,45
ATXN7L3B;0,04;1,25;1,66;-0,27
AUH;0,00;1,17;0,99;-0,63
AUNIP;0,00;1,04;1,69;0,32
AUP1;0,00;0,99;0,76;0,68
AURKA;0,93;0,71;0,53;2,78
AURKB;0,00;0,89;0,96;1,44
AURKC;0,00;0,91;0,81;1,23
AUTS2;1,00;0,91;0,23;1,88
AVEN;0,00;1,56;1,17;-3,09
AVL9;0,00;0,95;0,81;1,08
AVP;0,00;1,55;1,92;-1,71
AVPI1;0,01;1,18;1,17;-0,24
AVPR1A;0,00;1,01;1,26;0,51
AVPR1B;0,00;1,09;1,19;-0,18
AXDND1;0,00;1,04;0,98;0,12
AXIN1;0,16;1,03;0,56;0,20
AXIN2;1,00;1,05;0,40;-0,01
AXL;0,00;0,87;0,63;2,17
AZGP1;0,00;1,02;1,14;0,45
AZI2;0,09;1,02;0,69;0,49
AZIN1;1,00;0,78;0,36;2,32
AZIN2;0,00;0,95;0,80;1,04
AZU1;0,00;1,19;1,73;-0,63
B2M;0,97;0,84;0,50;1,26
B3GALNT1;0,00;0,93;0,90;1,07
B3GALNT2;0,00;0,92;1,04;1,27
B3GALT1;0,26;0,77;0,71;2,29
B3GALT2;0,71;0,85;0,59;1,81
B3GALT4;0,06;0,94;1,50;1,07
B3GALT5;0,32;0,92;1,87;1,17
B3GALT6;0,00;1,93;1,99;-4,82
B3GAT1;0,11;0,93;0,75;1,10
B3GAT2;0,00;1,18;1,36;-0,66
B3GAT3;0,00;0,84;0,83;1,83
B3GLCT;0,00;1,10;1,11;-0,10
B3GNT2;0,27;0,87;0,67;1,64
B3GNT3;0,05;0,84;1,03;1,93
B3GNT4;0,03;1,47;1,92;-3,14
B3GNT5;0,86;0,87;0,57;1,63
B3GNT6;NA;1,33;NA;-2,02
B3GNT7;0,00;0,89;1,97;1,49
B3GNT9;0,02;1,43;1,94;-2,75
B4GALNT1;0,00;1,02;1,11;0,38
B4GALNT2;0,00;0,96;1,11;0,97
B4GALNT3;0,00;0,93;0,84;1,55
B4GALNT4;0,00;1,26;1,06;-2,77
B4GALT1;0,02;0,96;0,74;0,90
B4GALT2;0,00;0,83;0,79;2,02
B4GALT3;0,00;0,77;0,93;2,50
B4GALT4;0,00;0,93;0,93;1,10
