gene;pLI;oe_mis_upper;oe_lof_upper;mis_z
EPC2;1,00;0,69;0,16;2,70
ROBO2;1,00;0,89;0,16;1,65
MAST1;1,00;0,53;0,16;5,77
POLR2A;1,00;0,46;0,16;7,13
GRIPAP1;1,00;0,67;0,16;2,62
PSMD11;1,00;0,61;0,16;2,61
TNRC6A;1,00;0,95;0,16;1,13
ESPL1;1,00;0,69;0,16;4,31
CUL5;1,00;0,40;0,16;4,59
FBRS;1,00;0,98;0,16;0,76
SAP130;1,00;0,69;0,16;3,25
ALG13;1,00;0,92;0,16;1,15
SMAD5;1,00;0,54;0,16;3,00
GNB2L1;1,00;0,33;0,16;3,58
SLIT2;1,00;0,85;0,16;2,10
PPM1A;1,00;0,62;0,16;2,58
PPP4R2;1,00;1,12;0,16;0,00
GSPT1;1,00;0,55;0,16;3,32
PIP4K2B;1,00;0,55;0,16;3,05
ZFX;1,00;0,57;0,16;3,15
KANSL3;1,00;0,75;0,16;2,47
RORC;1,00;0,71;0,16;2,29
ZNF800;1,00;0,94;0,16;0,99
DPF2;1,00;0,56;0,16;2,90
APC;1,00;1,03;0,16;0,17
FKBP8;1,00;0,69;0,16;2,33
OPHN1;1,00;0,66;0,16;2,59
USP48;1,00;0,52;0,16;4,37
KDM6A;1,00;0,69;0,16;2,95
CAPZA2;1,00;0,69;0,16;1,84
NPM1;1,00;0,66;0,16;1,95
PSMD12;1,00;0,76;0,16;1,87
ZNF131;1,00;0,65;0,16;2,67
GPC3;1,00;0,83;0,16;1,45
GRAMD4;1,00;0,71;0,16;2,56
KIF2A;1,00;0,46;0,16;4,04
FGD5;1,00;1,04;0,16;0,17
CKAP5;1,00;0,72;0,16;3,78
UPF1;1,00;0,45;0,16;5,63
UTP14A;1,00;0,84;0,16;1,49
CHD1;1,00;0,64;0,16;4,21
ZBTB2;1,00;0,65;0,16;2,64
CPSF6;1,00;0,46;0,16;3,94
FAM120A;1,00;0,68;0,16;3,35
WDR43;1,00;0,98;0,16;0,70
CUX1;1,00;0,69;0,16;3,75
ZNF865;1,00;0,56;0,16;3,91
MAPK8IP1;1,00;0,87;0,16;1,49
CDK19;1,00;0,47;0,16;3,56
NFKB2;1,00;0,57;0,16;3,94
KDM5A;1,00;0,84;0,16;2,25
TEX10;1,00;0,87;0,16;1,54
KIAA0947;1,00;0,99;0,16;0,73
MDM2;1,00;0,67;0,16;2,33
CASKIN1;1,00;0,88;0,16;1,79
MYC;1,00;0,88;0,16;1,22
CLK2;1,00;0,74;0,16;2,20
PAX5;1,00;0,65;0,17;2,45
ZNF608;1,00;0,95;0,17;1,06
DSCAML1;1,00;0,80;0,17;3,15
CCNJ;1,00;0,79;0,17;1,60
CCNK;1,00;0,53;0,17;3,31
TLK1;1,00;0,56;0,17;3,56
LARP1;1,00;0,71;0,17;3,07
ARIH1;1,00;0,30;0,17;4,59
LRRC4;1,00;0,80;0,17;1,96
RBFOX3;1,00;0,64;0,17;2,13
ZNF629;1,00;0,59;0,17;3,86
KDM5C;1,00;0,48;0,17;5,15
PHF6;1,00;0,55;0,17;2,28
DICER1;1,00;0,67;0,17;4,23
GRIN2D;1,00;0,49;0,17;4,85
RPL5;1,00;0,70;0,17;1,90
PHF23;1,00;0,93;0,17;0,96
SIPA1L1;1,00;0,78;0,17;2,98
MYH10;1,00;0,62;0,17;5,01
GABBR2;1,00;0,49;0,17;4,63
CECR2;1,00;1,00;0,17;0,57
F9;1,00;0,64;0,17;2,18
PAK7;1,00;0,87;0,17;1,47
USP11;1,00;0,58;0,17;3,57
PPP1R9B;1,00;0,63;0,17;3,02
SFSWAP;1,00;0,75;0,17;2,80
HNF1B;1,00;0,81;0,17;1,73
NOP2;1,00;0,99;0,17;0,64
TMEM63B;1,00;0,53;0,17;4,22
STAU1;1,00;0,78;0,17;1,93
ARPC2;1,00;0,53;0,17;2,70
CSK;1,00;0,41;0,17;3,98
SOX9;1,00;0,83;0,17;1,63
NCOR2;1,00;0,90;0,17;2,01
ANK1;1,00;0,87;0,17;2,08
ZNF236;1,00;0,72;0,17;3,84
ABCA2;1,00;0,69;0,17;4,91
PPP1R16B;1,00;0,71;0,17;2,44
RC3H2;1,00;0,79;0,17;2,45
PAX6;1,00;0,57;0,17;2,82
CENPI;1,00;0,84;0,17;1,46
ZNF638;1,00;1,11;0,17;-0,58
NACC1;1,00;0,45;0,17;4,17
PDGFRA;1,00;0,84;0,17;1,94
CADM4;1,00;0,60;0,17;2,74
ACVR2A;1,00;0,52;0,17;3,29
TRIM9;1,00;0,65;0,17;3,01
DYRK2;1,00;0,78;0,17;1,95
TRPC5;1,00;0,59;0,17;3,27
C7orf60;1,00;0,67;0,17;2,21
MKL2;1,00;1,01;0,17;0,52
GPATCH8;1,00;0,91;0,17;1,46
ESCO1;1,00;1,02;0,17;0,43
GRID2;1,00;0,99;0,17;0,71
WEE1;1,00;0,63;0,17;2,64
MBTPS2;1,00;0,68;0,17;2,09
PRPF4B;1,00;0,63;0,17;3,59
ZNF654;1,00;0,91;0,17;1,13
CHD9;1,00;0,76;0,17;3,77
KIF1B;1,00;0,72;0,17;3,60
RNF2;1,00;0,57;0,17;2,52
DAGLA;1,00;0,62;0,17;4,01
MNT;1,00;0,94;0,17;0,98
PRKCD;1,00;0,64;0,17;3,11
KDM4B;1,00;0,69;0,17;3,48
CELF1;1,00;0,52;0,17;3,34
ANKRD28;1,00;0,78;0,17;2,39
MEN1;1,00;0,60;0,17;3,25
SYVN1;1,00;0,75;0,17;2,18
FZR1;1,00;0,50;0,17;3,64
ZFP91;1,00;0,82;0,17;1,63
ARMC8;1,00;0,64;0,17;2,88
CAMTA1;1,00;0,76;0,17;3,26
LIN54;1,00;0,69;0,17;2,70
TRIM71;1,00;0,65;0,17;3,28
NKAP;1,00;0,77;0,17;1,51
TFAP4;1,00;0,80;0,17;1,60
ACVR1B;1,00;0,54;0,17;3,37
PSMD4;1,00;0,61;0,17;2,53
FBLN5;1,00;0,83;0,17;1,56
EEF2;1,00;0,47;0,17;4,88
ISY1-RAB43;1,00;0,82;0,17;1,42
CFLAR;1,00;0,70;0,17;2,19
OTUD5;1,00;0,28;0,17;3,99
HIVEP1;1,00;1,02;0,17;0,33
GTF3C1;1,00;0,78;0,17;3,26
ENAH;1,00;0,81;0,17;1,74
FOXO1;1,00;0,81;0,17;1,71
TNRC6B;1,00;0,79;0,17;2,87
EEF1G;1,00;0,64;0,17;2,50
TENM4;1,00;0,85;0,17;2,73
KLF4;1,00;1,09;0,17;0,10
SEC24C;1,00;0,89;0,17;1,50
CTDSPL2;1,00;0,69;0,17;2,20
JADE2;1,00;0,76;0,17;2,46
PCGF1;1,00;0,62;0,17;2,11
TTC28;1,00;0,72;0,17;4,17
GATA6;1,00;0,88;0,17;1,28
SCN3A;1,00;0,64;0,17;4,62
PSME3;1,00;0,55;0,17;2,39
TET1;1,00;0,91;0,17;1,62
NUP153;1,00;1,14;0,17;-0,76
CELF2;1,00;0,35;0,17;4,34
DDX6;1,00;0,41;0,17;3,78
BAG6;1,00;0,76;0,17;2,72
EPHA4;1,00;0,72;0,18;2,89
MKLN1;1,00;0,68;0,18;2,74
ZMYM4;1,00;0,67;0,18;3,86
PPP2R5D;1,00;0,51;0,18;3,65
ANAPC2;1,00;0,77;0,18;2,41
FOXP1;1,00;0,74;0,18;2,28
TDRD1;1,00;0,90;0,18;1,40
MAP4K4;1,00;0,53;0,18;4,74
MAPK1;1,00;0,33;0,18;3,61
NCDN;1,00;0,57;0,18;3,76
BSN;1,00;0,96;0,18;1,26
ADRM1;1,00;0,85;0,18;1,38
NCOR1;1,00;0,74;0,18;3,94
CNOT7;1,00;0,50;0,18;2,63
MTM1;1,00;0,65;0,18;2,40
BAZ1A;1,00;0,76;0,18;2,94
ABL1;1,00;0,79;0,18;2,56
JAKMIP2;1,00;0,61;0,18;3,36
ZNF516;1,00;0,96;0,18;0,99
PTBP1;1,00;0,84;0,18;1,65
CLASP1;1,00;0,70;0,18;3,61
HTT;1,00;0,85;0,18;2,78
RELN;1,00;0,89;0,18;2,25
BRPF1;1,00;0,66;0,18;3,83
R3HDM2;1,00;0,65;0,18;3,33
MYO9B;1,00;0,72;0,18;3,97
PHF2;1,00;0,66;0,18;3,49
PAPOLA;1,00;0,56;0,18;3,55
ZZZ3;1,00;0,85;0,18;1,67
EIF4ENIF1;1,00;0,83;0,18;1,99
PSME4;1,00;0,84;0,18;2,27
NCL;1,00;0,96;0,18;0,85
GLA;1,00;0,69;0,18;1,88
GPHN;1,00;0,60;0,18;3,44
BRPF3;1,00;0,75;0,18;2,91
MSL3;1,00;0,71;0,18;1,93
PRPF8;1,00;0,38;0,18;8,28
KDM2B;1,00;0,72;0,18;3,44
AKT3;1,00;0,36;0,18;3,95
HIC2;1,00;0,78;0,18;2,05
PNISR;1,00;0,86;0,18;1,61
DPP10;1,00;0,91;0,18;1,22
MGAT5;1,00;0,71;0,18;2,56
NKRF;1,00;0,61;0,18;2,74
ADRBK1;1,00;0,63;0,18;3,22
ZER1;1,00;0,58;0,18;3,75
EXOC5;1,00;0,72;0,18;2,34
SF3B3;1,00;0,49;0,18;5,18
SYMPK;1,00;0,76;0,18;2,86
SPPL3;1,00;0,42;0,18;3,44
PKD1;1,00;1,27;0,18;-4,32
TEK;1,00;0,91;0,18;1,35
G3BP2;1,00;0,47;0,18;3,61
ZBTB18;1,00;0,53;0,18;3,43
PTPN2;1,00;0,84;0,18;1,38
ARHGEF12;1,00;0,73;0,18;3,25
LAS1L;1,00;0,63;0,18;2,67
PLK2;1,00;0,63;0,18;3,01
PITPNM2;1,00;0,65;0,18;4,13
IDS;1,00;0,81;0,18;1,58
DST;1,00;0,91;0,18;2,22
DNM2;1,00;0,63;0,18;3,48
PDS5B;1,00;0,59;0,18;4,39
PTPRT;1,00;0,75;0,18;3,14
RPL7;1,00;0,86;0,18;1,15
TOX3;1,00;0,90;0,18;1,16
CENPB;1,00;0,67;0,18;2,73
SERBP1;1,00;0,80;0,18;1,67
ZRANB2;1,00;0,76;0,18;1,68
HCN1;1,00;0,59;0,18;3,66
RELA;1,00;0,70;0,18;2,45
COPS3;1,00;0,65;0,18;2,37
TFDP2;1,00;0,78;0,18;1,69
WDR7;1,00;0,81;0,18;2,48
TNIK;1,00;0,63;0,18;4,10
ZDHHC17;1,00;0,67;0,18;2,57
NOL6;1,00;0,97;0,18;0,86
NOVA1;1,00;0,68;0,18;2,32
LMTK3;1,00;0,58;0,18;4,32
ATP5A1;1,00;0,70;0,18;2,44
SLC7A3;1,00;0,75;0,18;1,90
MLLT10;1,00;0,87;0,18;1,60
MLLT6;1,00;0,82;0,18;2,10
RP11-152F13,10;1,00;0,57;0,18;2,33
ATP2C1;1,00;0,60;0,18;3,67
RNF8;1,00;0,71;0,18;2,16
SET;1,00;0,48;0,18;2,66
UBE3C;1,00;0,77;0,18;2,54
SYCP2;1,00;1,04;0,18;0,26
CIC;1,00;0,99;0,18;0,73
ACAN;1,00;1,03;0,18;0,21
SF1;1,00;0,51;0,18;3,62
EPHB2;1,00;0,79;0,18;2,45
CSNK2A2;1,00;0,44;0,18;3,15
FAT4;1,00;1,00;0,18;0,62
NAP1L1;1,00;0,75;0,18;1,76
MED12L;1,00;0,79;0,18;3,13
ALAS2;1,00;0,65;0,18;2,37
CEP350;1,00;0,94;0,18;1,39
DDX21;1,00;0,73;0,18;2,45
MEIS2;1,00;0,67;0,18;2,46
MTF2;1,00;0,67;0,18;2,55
MAP3K4;1,00;0,78;0,18;2,87
SHANK1;1,00;0,73;0,18;3,64
KLHL2;1,00;0,46;0,19;3,89
MTOR;1,00;0,52;0,19;7,02
PACS1;1,00;0,61;0,19;3,71
GLUL;1,00;0,80;0,19;1,60
NAV3;1,00;0,94;0,19;1,33
NCAM1;1,00;0,73;0,19;2,71
SARNP;1,00;0,83;0,19;1,18
WWC3;1,00;0,88;0,19;1,51
LRRC41;1,00;0,67;0,19;3,08
CTNND1;1,00;0,82;0,19;2,08
LPHN3;1,00;0,79;0,19;2,67
CNKSR2;1,00;0,54;0,19;3,61
FXR2;1,00;0,70;0,19;2,62
SYK;1,00;0,65;0,19;2,90
PTPN12;1,00;0,92;0,19;1,16
PAPD7;1,00;0,72;0,19;2,31
PARP6;1,00;0,59;0,19;3,18
EEF1A2;1,00;0,28;0,19;4,82
HNRNPUL1;1,00;0,66;0,19;3,23
ZC3H11A;1,00;0,85;0,19;1,69
PRRC2A;1,00;1,06;0,19;-0,18
XKR6;1,00;0,78;0,19;2,01
ARID4B;1,00;0,80;0,19;2,29
EIF3D;1,00;0,53;0,19;3,49
NDST1;1,00;0,71;0,19;2,92
PTPRF;1,00;0,82;0,19;2,80
LPHN1;1,00;0,73;0,19;3,43
ARHGEF7;1,00;0,73;0,19;2,57
GPKOW;1,00;0,93;0,19;0,92
EED;1,00;0,58;0,19;2,73
ZNF423;1,00;0,81;0,19;2,49
CUX2;1,00;0,75;0,19;3,18
NFATC2;1,00;0,87;0,19;1,64
STAT1;1,00;0,33;0,19;5,15
TMEM108;1,00;0,99;0,19;0,67
DIDO1;1,00;0,96;0,19;1,10
PHF20L1;1,00;0,84;0,19;1,85
PRDM16;1,00;0,93;0,19;1,35
DLL4;1,00;0,70;0,19;2,71
sept-07;1,00;0,55;0,19;2,74
CDC73;1,00;0,46;0,19;3,73
JARID2;1,00;0,78;0,19;2,69
SNRNP70;1,00;0,51;0,19;3,45
PRRC2B;1,00;0,99;0,19;0,71
SOX5;1,00;0,64;0,19;3,15
GRIN2A;1,00;0,77;0,19;2,83
PLAG1;1,00;0,70;0,19;2,25
ASAP1;1,00;0,68;0,19;3,31
CCT5;1,00;0,85;0,19;1,47
CNOT2;1,00;0,47;0,19;3,65
ELAVL2;1,00;0,85;0,19;1,29
SUGP2;1,00;0,99;0,19;0,66
RSPRY1;1,00;0,54;0,19;3,36
USP37;1,00;0,75;0,19;2,46
NRF1;1,00;0,33;0,19;4,51
NFKBIZ;1,00;0,91;0,19;1,18
RBBP5;1,00;0,48;0,19;3,59
DSCAM;1,00;0,78;0,19;3,22
TTC7B;1,00;0,80;0,19;2,09
PRKD2;1,00;0,62;0,19;3,68
PAXBP1;1,00;0,72;0,19;2,66
UNK;1,00;0,59;0,19;3,72
KIAA2018;1,00;0,98;0,19;0,79
AP2M1;1,00;0,22;0,19;4,88
NOS1;1,00;0,70;0,19;3,68
CBX2;1,00;1,14;0,19;-0,26
PPARD;0,99;0,66;0,19;2,48
YAP1;1,00;0,79;0,19;1,78
ESR1;1,00;0,84;0,19;1,61
THRAP3;1,00;0,81;0,19;2,16
UBE2Q1;1,00;0,42;0,19;3,35
RNF31;1,00;0,82;0,19;2,14
NYAP1;1,00;0,98;0,19;0,77
SCARF2;1,00;0,68;0,19;3,02
C20orf112;0,99;0,76;0,19;1,96
DOCK9;1,00;0,78;0,19;3,10
COL4A5;1,00;0,78;0,19;2,50
NR2F1;0,99;0,31;0,19;4,17
WNK3;1,00;0,77;0,19;2,55
DKC1;1,00;0,41;0,19;3,40
SENP5;1,00;0,77;0,19;2,12
LGI1;1,00;0,62;0,19;2,78
BMPR2;1,00;0,82;0,19;2,06
SMARCE1;1,00;0,59;0,19;2,74
FURIN;1,00;0,76;0,19;2,50
SPTBN4;1,00;0,74;0,19;3,93
RPL7A;0,99;0,93;0,19;0,90
TENM2;1,00;0,81;0,19;3,30
ASIC2;1,00;0,81;0,19;1,67
ACTR3B;1,00;0,54;0,19;2,97
ARHGAP31;1,00;0,98;0,19;0,80
SNX27;1,00;0,72;0,19;2,17
AJAP1;0,99;0,93;0,19;0,94
PTPRA;1,00;0,72;0,19;2,67
GRIK3;1,00;0,71;0,19;3,01
MAP1A;1,00;0,90;0,19;2,01
CEP170;1,00;0,83;0,19;2,20
GDI1;0,99;0,42;0,19;3,29
XKR4;1,00;0,84;0,19;1,64
HPN;1,00;0,78;0,19;1,79
TNS3;1,00;0,97;0,19;0,94
MTPAP;1,00;0,94;0,19;0,95
VDAC3;0,99;0,88;0,19;1,10
SNAP91;1,00;0,79;0,19;2,16
EBF2;1,00;0,75;0,19;2,11
TAF5L;1,00;0,72;0,19;2,37
ZBTB16;1,00;0,72;0,19;2,47
AGO3;1,00;0,39;0,19;5,26
PPME1;1,00;0,76;0,19;1,75
GRIA3;1,00;0,43;0,19;4,23
NFKBIA;0,99;0,97;0,19;0,71
TENM1;1,00;0,75;0,19;3,43
CYBB;1,00;0,67;0,19;2,19
SCAF11;1,00;1,01;0,19;0,54
TBX18;1,00;1,08;0,19;0,10
SEC24B;1,00;0,93;0,19;1,23
ZNF280C;1,00;0,82;0,19;1,55
ATN1;1,00;0,87;0,19;1,76
EXOC8;1,00;0,79;0,19;2,04
BHLHE40;0,99;0,96;0,19;0,79
SH3KBP1;1,00;0,74;0,19;2,05
SKI;1,00;0,87;0,19;1,51
DCUN1D5;0,99;0,53;0,19;2,28
SOGA1;1,00;0,84;0,19;2,27
CHM;1,00;0,96;0,19;0,79
RBFOX2;1,00;0,63;0,19;2,58
RAE1;1,00;0,57;0,19;2,68
RUVBL1;1,00;0,48;0,19;3,39
SMEK1;1,00;0,56;0,19;3,64
TBR1;1,00;0,53;0,19;3,64
PSMD13;1,00;0,99;0,19;0,63
GLI3;1,00;1,01;0,20;0,52
SGIP1;1,00;0,94;0,20;1,06
FOXP3;0,99;0,75;0,20;1,67
KIAA0232;1,00;0,93;0,20;1,20
WDR44;1,00;0,61;0,20;2,95
CACNG3;0,99;0,56;0,20;2,64
SIN3B;1,00;0,65;0,20;3,87
ATRN;1,00;0,78;0,20;2,69
KLHL15;0,99;0,41;0,20;3,69
ACTR2;1,00;0,37;0,20;3,67
GLYR1;1,00;0,72;0,20;2,34
CLIP2;1,00;0,80;0,20;2,36
PDS5A;1,00;0,49;0,20;5,05
PIK3CD;1,00;0,57;0,20;4,27
ROCK1;1,00;0,55;0,20;4,59
SALL1;1,00;0,99;0,20;0,72
ATXN7L3;1,00;0,71;0,20;2,05
FGD1;1,00;0,58;0,20;3,52
LINGO1;0,99;0,67;0,20;2,80
TNFAIP3;1,00;0,88;0,20;1,45
NUFIP2;1,00;1,00;0,20;0,60
RIC8B;1,00;0,75;0,20;2,00
IL1RAPL1;1,00;0,60;0,20;2,77
POU2F2;1,00;0,64;0,20;2,60
COPS4;1,00;0,48;0,20;3,14
DNAJC13;1,00;0,86;0,20;2,28
XRN1;1,00;0,85;0,20;2,11
ANKRD12;1,00;1,00;0,20;0,56
PACSIN1;1,00;0,62;0,20;2,63
RAPGEF2;1,00;0,69;0,20;3,62
ETS2;1,00;0,70;0,20;2,28
HCFC2;1,00;0,58;0,20;3,50
PAIP1;1,00;0,94;0,20;0,90
LAMC1;1,00;0,91;0,20;1,58
SSBP3;1,00;0,58;0,20;2,75
NEDD4L;1,00;0,61;0,20;3,73
KIAA0368;1,00;0,89;0,20;1,77
PDGFC;0,99;0,87;0,20;1,17
KIAA2022;1,00;0,92;0,20;1,27
IPO13;1,00;0,63;0,20;3,49
PSMA5;0,99;0,39;0,20;2,81
YY1;0,99;0,48;0,20;3,31
ASXL3;1,00;1,00;0,20;0,61
PA2G4;1,00;0,41;0,20;3,52
DLGAP2;1,00;1,18;0,20;-1,00
MPPED2;0,99;0,68;0,20;2,00
CPSF7;1,00;0,67;0,20;2,59
VCAN;1,00;1,03;0,20;0,14
PAX8;1,00;0,97;0,20;0,79
PRKCE;1,00;0,56;0,20;3,77
KCTD16;0,99;0,88;0,20;1,23
KIF4A;1,00;0,73;0,20;2,56
DAB2IP;1,00;0,81;0,20;2,36
SIPA1L3;1,00;0,92;0,20;1,55
TOX;1,00;0,90;0,20;1,20
NTNG2;1,00;0,63;0,20;2,93
CLASP2;1,00;0,66;0,20;3,87
HERC2;1,00;0,79;0,20;4,42
DCAF8;1,00;0,60;0,20;3,15
STIP1;1,00;0,78;0,20;1,92
ACIN1;1,00;0,83;0,20;2,20
HSPA8;1,00;0,39;0,20;4,46
RPL6;0,99;0,90;0,20;1,03
SETDB1;1,00;0,63;0,20;4,01
NFIA;1,00;0,56;0,20;3,23
RNF220;1,00;0,74;0,20;2,22
JPH3;1,00;1,12;0,20;-0,32
CACNA1I;1,00;0,63;0,20;5,05
RFWD2;1,00;0,70;0,20;2,53
STAT5A;1,00;0,68;0,20;2,94
GATAD2A;1,00;0,90;0,20;1,27
COL1A2;1,00;0,84;0,20;2,15
DMXL1;1,00;1,08;0,20;-0,49
AP1G1;1,00;0,67;0,20;2,98
OSBPL6;1,00;0,85;0,20;1,78
USP19;1,00;0,86;0,20;1,99
SMARCA2;1,00;0,57;0,20;5,05
ARHGAP21;1,00;0,97;0,20;0,96
CAMSAP2;1,00;0,78;0,20;2,70
PHF1;1,00;0,81;0,20;1,80
PRKCG;1,00;0,64;0,20;3,06
KIAA1244;1,00;0,84;0,20;2,50
PDZD8;1,00;0,89;0,20;1,57
BTBD11;1,00;0,81;0,20;2,22
UNC5A;1,00;0,73;0,20;2,75
CTDSP1;0,99;0,87;0,20;1,15
CELF5;1,00;0,47;0,20;3,69
RBM14;1,00;0,79;0,20;2,11
TRAPPC10;1,00;0,89;0,20;1,56
CYLD;1,00;0,61;0,20;3,55
FTSJ1;0,99;0,60;0,20;2,17
ATP9A;1,00;0,59;0,21;4,15
BRSK1;1,00;0,55;0,21;3,94
NFAT5;1,00;0,74;0,21;3,13
ATF7;1,00;0,70;0,21;2,28
IL21R;1,00;0,97;0,21;0,75
RBM39;1,00;0,36;0,21;4,26
EIF4A2;1,00;0,33;0,21;3,90
MORC2;1,00;0,69;0,21;3,23
FBN2;1,00;0,93;0,21;1,55
ZC3H12B;1,00;0,68;0,21;2,54
CSNK1G3;1,00;0,58;0,21;2,75
PDE4D;1,00;0,53;0,21;3,75
GNAL;1,00;0,45;0,21;3,34
PITPNM3;1,00;0,83;0,21;2,01
UBE3A;1,00;0,47;0,21;4,40
ZNF512B;1,00;0,85;0,21;1,83
BHLHE41;0,99;0,95;0,21;0,82
SETD2;1,00;0,81;0,21;3,05
SMARCD1;1,00;0,49;0,21;3,44
RBM27;1,00;0,77;0,21;2,48
SLC9A6;1,00;0,58;0,21;2,95
TOMM40;0,99;0,65;0,21;2,16
RIMS2;1,00;0,98;0,21;0,78
ANKIB1;1,00;0,68;0,21;3,16
CDK1;0,99;0,41;0,21;2,97
FBXO41;1,00;0,83;0,21;1,85
MAPK8;1,00;0,55;0,21;2,88
GLG1;1,00;0,84;0,21;2,07
PTPRC;1,00;0,94;0,21;1,17
RASGRF1;1,00;0,62;0,21;4,21
ACHE;1,00;0,67;0,21;2,75
HMGCS1;1,00;0,56;0,21;3,04
QSER1;1,00;0,93;0,21;1,34
ATAD5;1,00;0,87;0,21;1,89
SF3B4;0,99;0,36;0,21;3,87
DDI2;1,00;0,58;0,21;2,73
EP400;1,00;0,87;0,21;2,56
PAPD5;1,00;0,52;0,21;3,55
GCN1L1;1,00;0,72;0,21;4,44
CORO1C;1,00;0,69;0,21;2,33
IL2RG;0,99;0,76;0,21;1,49
MBD6;1,00;1,16;0,21;-0,74
ARHGAP30;1,00;1,08;0,21;-0,10
PPP5C;1,00;0,65;0,21;2,73
LMNA;1,00;0,74;0,21;2,37
RAB11A;0,99;0,30;0,21;3,09
SYNCRIP;1,00;0,53;0,21;3,54
SOX10;0,99;0,63;0,21;2,77
BRAF;1,00;0,55;0,21;3,72
SVOP;1,00;0,66;0,21;2,46
HNRNPR;1,00;0,54;0,21;3,54
RPGR;1,00;0,90;0,21;1,25
WNK2;1,00;0,84;0,21;2,58
MAPRE1;0,99;0,79;0,21;1,43
WDR45;0,99;0,66;0,21;2,02
MEPCE;1,00;0,78;0,21;1,99
BRINP2;1,00;0,96;0,21;0,86
C11orf84;0,99;0,98;0,21;0,67
NPAS3;1,00;0,69;0,21;3,14
USP15;1,00;0,62;0,21;3,50
ZC3H13;1,00;0,89;0,21;1,73
DGCR8;1,00;0,68;0,21;2,99
CACNA1G;1,00;0,70;0,21;4,64
ING3;1,00;0,65;0,21;2,29
CSMD1;1,00;1,49;0,21;-6,87
ERCC6L;1,00;0,68;0,21;2,89
DNAJA2;1,00;0,63;0,21;2,48
TAF5;1,00;0,70;0,21;2,65
C10orf12;1,00;0,90;0,21;1,44
KIF26B;1,00;0,97;0,21;0,95
RP11-159G9,5;0,99;0,58;0,21;2,29
UBN1;1,00;1,16;0,21;-0,79
MTSS1;1,00;0,83;0,21;1,82
ASTN1;1,00;0,89;0,21;1,65
NCOA5;1,00;0,94;0,21;0,99
OTUD4;1,00;0,88;0,21;1,56
SORT1;1,00;0,78;0,21;2,10
UCHL1;0,99;0,97;0,21;0,70
LEF1;1,00;0,81;0,21;1,57
FRY;1,00;0,74;0,21;4,19
MAP3K7;1,00;0,65;0,21;2,79
LCK;1,00;0,53;0,21;3,48
ZNF445;1,00;0,90;0,21;1,37
IGF2R;1,00;0,89;0,21;2,07
BTBD18;1,00;0,84;0,21;1,65
CHRM1;0,99;0,62;0,21;2,76
ASH2L;1,00;0,65;0,21;2,78
ACTN1;1,00;0,67;0,21;3,36
ATF7IP;1,00;0,87;0,21;1,78
ATP6AP1;0,99;0,79;0,21;1,53
HSP90AB1;1,00;0,79;0,21;2,05
PDE10A;1,00;0,56;0,21;3,76
RFX2;1,00;0,72;0,21;2,66
COPB1;1,00;0,77;0,21;2,38
RNF111;1,00;1,03;0,21;0,32
TBC1D10B;1,00;0,80;0,21;1,95
WDR33;1,00;0,66;0,21;3,90
NRG2;1,00;0,76;0,21;2,27
UBN2;1,00;1,05;0,21;0,19
UBR2;1,00;0,76;0,21;3,15
FAM193A;1,00;0,97;0,21;0,91
SLC6A8;1,00;0,54;0,21;3,05
SARS;1,00;0,65;0,21;2,66
MLLT4;1,00;0,85;0,21;2,21
SRCIN1;1,00;0,74;0,21;2,82
CACNA1D;1,00;0,67;0,21;4,58
ST5;1,00;0,86;0,21;1,87
MAP3K1;1,00;0,88;0,21;1,67
IGSF1;1,00;0,93;0,21;1,15
COG3;1,00;0,86;0,21;1,57
JAK1;1,00;0,55;0,21;4,61
RAB14;0,99;0,35;0,21;2,85
EVI5L;1,00;0,51;0,21;4,23
DYRK1A;1,00;0,62;0,21;3,34
NEURL4;1,00;0,78;0,21;2,95
DAB1;1,00;0,85;0,22;1,52
KCNH4;1,00;0,73;0,22;2,94
ARHGEF11;1,00;0,90;0,22;1,63
CCAR1;1,00;0,64;0,22;3,64
THSD7A;1,00;1,11;0,22;-0,60
SOX6;1,00;0,82;0,22;1,93
FGFR1;1,00;0,75;0,22;2,49
TTYH3;1,00;0,97;0,22;0,81
ROCK2;1,00;0,58;0,22;4,38
ANKS1B;1,00;0,73;0,22;2,95
NFASC;1,00;0,79;0,22;2,59
WASF1;1,00;0,66;0,22;2,55
SENP6;1,00;0,95;0,22;1,00
CSNK1A1;1,00;0,19;0,22;4,30
WDR48;1,00;0,66;0,22;2,80
GCLM;0,99;0,79;0,22;1,36
RPS8;0,99;0,50;0,22;2,42
FAF2;1,00;0,64;0,22;2,52
HS6ST3;0,99;0,89;0,22;1,19
RBM4;0,99;0,74;0,22;1,98
CSNK1G1;1,00;0,73;0,22;1,99
ACACA;1,00;0,47;0,22;7,24
COL11A1;1,00;0,96;0,22;1,02
U2AF1;0,99;0,25;0,22;3,85
ATP7A;1,00;0,88;0,22;1,53
TPX2;1,00;1,02;0,22;0,49
NUMA1;1,00;0,98;0,22;0,88
NR2F2;0,99;0,41;0,22;3,60
TCF4;1,00;0,50;0,22;4,10
HTATSF1;1,00;0,75;0,22;1,98
TRAF6;1,00;0,63;0,22;2,72
RSRC2;1,00;0,73;0,22;1,99
SNRPA1;0,99;0,67;0,22;1,87
SNW1;1,00;0,62;0,22;2,85
NXN;1,00;0,70;0,22;2,18
